index,Location,Year,Date,Event,Round,Stage,Heat,Athlete,Country,Age,Final_Rank,Rank,Time,Avg Speed,Initial_CSE,Final_CSE,Mu,Sigma,ExpectedRank,RatingChange
15,Milton,2018,2018-10-28,NC,1,R16,8,AWANG_Mohd_Azizulhasni,MAS,,23.0,2.0,10.179,,Holder,Holder,Holder,Holder,Holder,Holder
16,Milton,2018,2018-10-28,NC,1,R16,9,WAKIMOTO_Yuta,JPC,,14.0,1.0,10.371,,Holder,Holder,Holder,Holder,Holder,Holder
17,Milton,2018,2018-10-28,NC,1,R16,9,OWENS_Ryan,GBR,,19.0,2.0,10.388,,Holder,Holder,Holder,Holder,Holder,Holder
18,Milton,2018,2018-10-28,NC,1,R16,10,WEBSTER_Sam,NZL,,11.0,1.0,10.237,,Holder,Holder,Holder,Holder,Holder,Holder
19,Milton,2018,2018-10-28,NC,1,R16,10,YAKUSHEVSKIY_Pavel,RUS,,22.0,2.0,10.46,,Holder,Holder,Holder,Holder,Holder,Holder
20,Milton,2018,2018-10-28,NC,1,R16,11,HINDES_Philip,GBR,,12.0,1.0,10.255,,Holder,Holder,Holder,Holder,Holder,Holder
21,Milton,2018,2018-10-28,NC,1,R16,11,ENGLER_Eric,GER,,21.0,2.0,10.381,,Holder,Holder,Holder,Holder,Holder,Holder
22,Milton,2018,2018-10-28,NC,1,R16,12,LENDEL_Vasilijus,LTU,,13.0,1.0,10.249,,Holder,Holder,Holder,Holder,Holder,Holder
23,Milton,2018,2018-10-28,NC,1,R16,12,KAWABATA_Tomoyuki,JPN,,20.0,2.0,10.274000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
24,Milton,2018,2018-10-28,NC,1,R8,1,GLAETZER_Matthew,AUS,,1.0,1.0,10.182,,Holder,Holder,Holder,Holder,Holder,Holder
25,Milton,2018,2018-10-28,NC,1,R8,1,LENDEL_Vasilijus,LTU,,13.0,2.0,10.279,,Holder,Holder,Holder,Holder,Holder,Holder
26,Milton,2018,2018-10-28,NC,1,R8,2,LAVREYSEN_Harrie,NED,,2.0,1.0,10.262,,Holder,Holder,Holder,Holder,Holder,Holder
27,Milton,2018,2018-10-28,NC,1,R8,2,HINDES_Philip,GBR,,12.0,2.0,10.332,,Holder,Holder,Holder,Holder,Holder,Holder
28,Milton,2018,2018-10-28,NC,1,R8,3,HOOGLAND_Jeffrey,NED,,3.0,1.0,10.159,,Holder,Holder,Holder,Holder,Holder,Holder
29,Milton,2018,2018-10-28,NC,1,R8,3,WEBSTER_Sam,NZL,,11.0,2.0,REL,,Holder,Holder,Holder,Holder,Holder,Holder
30,Milton,2018,2018-10-28,NC,1,R8,4,HART_Nathan,AUS,,4.0,1.0,10.196,,Holder,Holder,Holder,Holder,Holder,Holder
31,Milton,2018,2018-10-28,NC,1,R8,4,WAKIMOTO_Yuta,JPC,,14.0,2.0,10.241,,Holder,Holder,Holder,Holder,Holder,Holder
32,Milton,2018,2018-10-28,NC,1,R8,5,BOS_Theo,BCC,,8.0,1.0,10.728,,Holder,Holder,Holder,Holder,Holder,Holder
33,Milton,2018,2018-10-28,NC,1,R8,5,BARRETTE_Hugo,CAN,,16.0,2.0,10.792,,Holder,Holder,Holder,Holder,Holder,Holder
34,Milton,2018,2018-10-28,NC,1,R8,6,BAUGE_Gregory,FRA,,5.0,1.0,10.155,,Holder,Holder,Holder,Holder,Holder,Holder
35,Milton,2018,2018-10-28,NC,1,R8,6,TJON_EN_FA_Jair,SUR,,15.0,2.0,10.173,,Holder,Holder,Holder,Holder,Holder,Holder
36,Milton,2018,2018-10-28,NC,1,R8,7,DMITRIEV_Denis,RUS,,7.0,1.0,10.213,,Holder,Holder,Holder,Holder,Holder,Holder
37,Milton,2018,2018-10-28,NC,1,R8,7,RUDYK_Mateusz,POL,,9.0,2.0,10.226999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
38,Milton,2018,2018-10-28,NC,1,R8,8,FUKAYA_Tomohiro,JPN,,6.0,1.0,10.382,,Holder,Holder,Holder,Holder,Holder,Holder
39,Milton,2018,2018-10-28,NC,1,R8,8,D'ALMEIDA_Michael,FRA,,10.0,2.0,10.401,,Holder,Holder,Holder,Holder,Holder,Holder
40,Milton,2018,2018-10-28,NC,1,QF,1,GLAETZER_Matthew,AUS,,1.0,1.0,10.49,,Holder,Holder,Holder,Holder,Holder,Holder
41,Milton,2018,2018-10-28,NC,1,QF,1,FUKAYA_Tomohiro,JPN,,6.0,2.0,10.568,,Holder,Holder,Holder,Holder,Holder,Holder
42,Milton,2018,2018-10-28,NC,1,QF,2,LAVREYSEN_Harrie,NED,,2.0,1.0,10.221,,Holder,Holder,Holder,Holder,Holder,Holder
43,Milton,2018,2018-10-28,NC,1,QF,2,DMITRIEV_Denis,RUS,,7.0,2.0,10.268,,Holder,Holder,Holder,Holder,Holder,Holder
44,Milton,2018,2018-10-28,NC,1,QF,3,HOOGLAND_Jeffrey,NED,,3.0,1.0,10.209,,Holder,Holder,Holder,Holder,Holder,Holder
45,Milton,2018,2018-10-28,NC,1,QF,3,BAUGE_Gregory,FRA,,5.0,2.0,10.442,,Holder,Holder,Holder,Holder,Holder,Holder
46,Milton,2018,2018-10-28,NC,1,QF,4,HART_Nathan,AUS,,4.0,1.0,10.384,,Holder,Holder,Holder,Holder,Holder,Holder
47,Milton,2018,2018-10-28,NC,1,QF,4,BOS_Theo,BCC,,8.0,2.0,11.157,,Holder,Holder,Holder,Holder,Holder,Holder
40,Milton,2018,2018-10-28,NC,2,QF,1,GLAETZER_Matthew,AUS,,1.0,1.0,10.213,,Holder,Holder,Holder,Holder,Holder,Holder
41,Milton,2018,2018-10-28,NC,2,QF,1,FUKAYA_Tomohiro,JPN,,6.0,2.0,10.254,,Holder,Holder,Holder,Holder,Holder,Holder
42,Milton,2018,2018-10-28,NC,2,QF,2,LAVREYSEN_Harrie,NED,,2.0,1.0,10.165,,Holder,Holder,Holder,Holder,Holder,Holder
43,Milton,2018,2018-10-28,NC,2,QF,2,DMITRIEV_Denis,RUS,,7.0,2.0,10.257,,Holder,Holder,Holder,Holder,Holder,Holder
44,Milton,2018,2018-10-28,NC,2,QF,3,HOOGLAND_Jeffrey,NED,,3.0,1.0,10.045,,Holder,Holder,Holder,Holder,Holder,Holder
45,Milton,2018,2018-10-28,NC,2,QF,3,BAUGE_Gregory,FRA,,5.0,2.0,10.527,,Holder,Holder,Holder,Holder,Holder,Holder
46,Milton,2018,2018-10-28,NC,2,QF,4,HART_Nathan,AUS,,4.0,1.0,10.784,,Holder,Holder,Holder,Holder,Holder,Holder
47,Milton,2018,2018-10-28,NC,2,QF,4,BOS_Theo,BCC,,8.0,2.0,10.88,,Holder,Holder,Holder,Holder,Holder,Holder
48,Milton,2018,2018-10-28,NC,1,SF,1,GLAETZER_Matthew,AUS,,1.0,1.0,10.218,,Holder,Holder,Holder,Holder,Holder,Holder
49,Milton,2018,2018-10-28,NC,1,SF,1,HART_Nathan,AUS,,4.0,2.0,10.246,,Holder,Holder,Holder,Holder,Holder,Holder
50,Milton,2018,2018-10-28,NC,1,SF,2,LAVREYSEN_Harrie,NED,,2.0,1.0,10.194,,Holder,Holder,Holder,Holder,Holder,Holder
51,Milton,2018,2018-10-28,NC,1,SF,2,HOOGLAND_Jeffrey,NED,,3.0,2.0,10.458,,Holder,Holder,Holder,Holder,Holder,Holder
50,Milton,2018,2018-10-28,NC,2,SF,2,LAVREYSEN_Harrie,NED,,2.0,1.0,10.208,,Holder,Holder,Holder,Holder,Holder,Holder
51,Milton,2018,2018-10-28,NC,2,SF,2,HOOGLAND_Jeffrey,NED,,3.0,2.0,10.465,,Holder,Holder,Holder,Holder,Holder,Holder
52,Milton,2018,2018-10-28,NC,1,F,G,GLAETZER_Matthew,AUS,,1.0,2.0,10.013000000000002,,Holder,Holder,Holder,Holder,Holder,Holder
53,Milton,2018,2018-10-28,NC,1,F,G,LAVREYSEN_Harrie,NED,,2.0,1.0,9.912,,Holder,Holder,Holder,Holder,Holder,Holder
54,Milton,2018,2018-10-28,NC,1,F,B,HOOGLAND_Jeffrey,NED,,3.0,1.0,10,,Holder,Holder,Holder,Holder,Holder,Holder
55,Milton,2018,2018-10-28,NC,1,F,B,HART_Nathan,AUS,,4.0,2.0,10.044,,Holder,Holder,Holder,Holder,Holder,Holder
52,Milton,2018,2018-10-28,NC,2,F,G,GLAETZER_Matthew,AUS,,1.0,1.0,10.085,,Holder,Holder,Holder,Holder,Holder,Holder
53,Milton,2018,2018-10-28,NC,2,F,G,LAVREYSEN_Harrie,NED,,2.0,2.0,10.125,,Holder,Holder,Holder,Holder,Holder,Holder
54,Milton,2018,2018-10-28,NC,2,F,B,HOOGLAND_Jeffrey,NED,,3.0,1.0,9.956,,Holder,Holder,Holder,Holder,Holder,Holder
55,Milton,2018,2018-10-28,NC,2,F,B,HART_Nathan,AUS,,4.0,2.0,10.700999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
52,Milton,2018,2018-10-28,NC,3,F,G,GLAETZER_Matthew,AUS,,1.0,1.0,10.271,,Holder,Holder,Holder,Holder,Holder,Holder
53,Milton,2018,2018-10-28,NC,3,F,G,LAVREYSEN_Harrie,NED,,2.0,2.0,10.364,,Holder,Holder,Holder,Holder,Holder,Holder
56,Berlin,2018,2018-12-02,NC,1,R16,1,BUCHLI_Matthijs,BCC,,2.0,1.0,10.468,,Holder,Holder,Holder,Holder,Holder,Holder
57,Berlin,2018,2018-12-02,NC,1,R16,1,YAKUSHEVSKIY_Pavel,RUS,,,2.0,10.541,,Holder,Holder,Holder,Holder,Holder,Holder
58,Berlin,2018,2018-12-02,NC,1,R16,2,PAUL_Nicholas,TTO,,,1.0,10.256,,Holder,Holder,Holder,Holder,Holder,Holder
59,Berlin,2018,2018-12-02,NC,1,R16,2,SARNECKI_Rafal,POL,,,2.0,10.584,,Holder,Holder,Holder,Holder,Holder,Holder
60,Berlin,2018,2018-12-02,NC,1,R16,3,HELAL_Rayan,FRA,,3.0,1.0,10.282,,Holder,Holder,Holder,Holder,Holder,Holder
61,Berlin,2018,2018-12-02,NC,1,R16,3,OH_Jeseok,KOR,,,2.0,10.511,,Holder,Holder,Holder,Holder,Holder,Holder
62,Berlin,2018,2018-12-02,NC,1,R16,4,XU_Chao,CHN,,,1.0,10.299,,Holder,Holder,Holder,Holder,Holder,Holder
63,Berlin,2018,2018-12-02,NC,1,R16,4,TJON_EN_FA_Jair,SUR,,,2.0,10.322999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
64,Berlin,2018,2018-12-02,NC,1,R16,5,LEVY_Maximilian,GER,,,1.0,10.38,,Holder,Holder,Holder,Holder,Holder,Holder
65,Berlin,2018,2018-12-02,NC,1,R16,5,FUKAYA_Tomohiro,JPN,,,2.0,10.39,,Holder,Holder,Holder,Holder,Holder,Holder
66,Berlin,2018,2018-12-02,NC,1,R16,6,KENNY_Jason,GBR,,,1.0,10.341,,Holder,Holder,Holder,Holder,Holder,Holder
67,Berlin,2018,2018-12-02,NC,1,R16,6,BOTTICHER_Stefan,GER,,,2.0,10.58,,Holder,Holder,Holder,Holder,Holder,Holder
68,Berlin,2018,2018-12-02,NC,1,R16,7,DMITRIEV_Denis,RUS,,,1.0,10.539,,Holder,Holder,Holder,Holder,Holder,Holder
69,Berlin,2018,2018-12-02,NC,1,R16,7,QUINTERO_CHAVARRO_Kevin_Santiago,COL,,,2.0,10.568999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
70,Berlin,2018,2018-12-02,NC,1,R16,8,HINDES_Philip,GBR,,,1.0,10.332,,Holder,Holder,Holder,Holder,Holder,Holder
71,Berlin,2018,2018-12-02,NC,1,R16,8,VYNOKUROV_Andrii,UKR,,,2.0,10.440000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
72,Berlin,2018,2018-12-02,NC,1,R16,9,KELEMEN_Pavel,CZE,,,1.0,10.382,,Holder,Holder,Holder,Holder,Holder,Holder
73,Berlin,2018,2018-12-02,NC,1,R16,9,WAGNER_Robin,CZE,,,2.0,10.433,,Holder,Holder,Holder,Holder,Holder,Holder
74,Berlin,2018,2018-12-02,NC,1,R16,10,LENDEL_Vasilijus,LTU,,,1.0,10.148,,Holder,Holder,Holder,Holder,Holder,Holder
75,Berlin,2018,2018-12-02,NC,1,R16,10,LIGTLEE_Sam,NED,,,2.0,10.19,,Holder,Holder,Holder,Holder,Holder,Holder
76,Berlin,2018,2018-12-02,NC,1,R16,11,TRUMAN_Joseph,TIN,,,1.0,10.258,,Holder,Holder,Holder,Holder,Holder,Holder
77,Berlin,2018,2018-12-02,NC,1,R16,11,PHILLIP_Njisane,TTO,,,2.0,12.485,,Holder,Holder,Holder,Holder,Holder,Holder
78,Berlin,2018,2018-12-02,NC,1,R16,12,PERALTA_GASCON_Juan,ESP,,,1.0,10.429,,Holder,Holder,Holder,Holder,Holder,Holder
79,Berlin,2018,2018-12-02,NC,1,R16,12,BARRETTE_Hugo,CAN,,,2.0,REL,,Holder,Holder,Holder,Holder,Holder,Holder
80,Berlin,2018,2018-12-02,NC,1,R8,1,RUDYK_Mateusz,POL,,4.0,1.0,10.305,,Holder,Holder,Holder,Holder,Holder,Holder
81,Berlin,2018,2018-12-02,NC,1,R8,1,PERALTA_GASCON_Juan,ESP,,,2.0,10.484,,Holder,Holder,Holder,Holder,Holder,Holder
82,Berlin,2018,2018-12-02,NC,1,R8,2,TRUMAN_Joseph,TIN,,,1.0,10.114,,Holder,Holder,Holder,Holder,Holder,Holder
83,Berlin,2018,2018-12-02,NC,1,R8,2,HOOGLAND_Jeffrey,NED,,,2.0,10.151000000000002,,Holder,Holder,Holder,Holder,Holder,Holder
84,Berlin,2018,2018-12-02,NC,1,R8,3,GLAETZER_Matthew,AUS,,1.0,1.0,10.293,,Holder,Holder,Holder,Holder,Holder,Holder
85,Berlin,2018,2018-12-02,NC,1,R8,3,LENDEL_Vasilijus,LTU,,,2.0,10.372,,Holder,Holder,Holder,Holder,Holder,Holder
86,Berlin,2018,2018-12-02,NC,1,R8,4,KELEMEN_Pavel,CZE,,,1.0,10.248,,Holder,Holder,Holder,Holder,Holder,Holder
87,Berlin,2018,2018-12-02,NC,1,R8,4,CALEYRON_Quentin,FRA,,,2.0,10.337,,Holder,Holder,Holder,Holder,Holder,Holder
88,Berlin,2018,2018-12-02,NC,1,R8,5,BUCHLI_Matthijs,BCC,,2.0,1.0,10.122,,Holder,Holder,Holder,Holder,Holder,Holder
89,Berlin,2018,2018-12-02,NC,1,R8,5,HINDES_Philip,GBR,,,2.0,10.946,,Holder,Holder,Holder,Holder,Holder,Holder
90,Berlin,2018,2018-12-02,NC,1,R8,6,DMITRIEV_Denis,RUS,,,1.0,10.41,,Holder,Holder,Holder,Holder,Holder,Holder
91,Berlin,2018,2018-12-02,NC,1,R8,6,PAUL_Nicholas,TTO,,,2.0,10.473,,Holder,Holder,Holder,Holder,Holder,Holder
92,Berlin,2018,2018-12-02,NC,1,R8,7,HELAL_Rayan,FRA,,3.0,1.0,10.279,,Holder,Holder,Holder,Holder,Holder,Holder
93,Berlin,2018,2018-12-02,NC,1,R8,7,KENNY_Jason,GBR,,,2.0,10.427999999999999,,Holder,Holder,Holder,Holder,Holder,Holder
94,Berlin,2018,2018-12-02,NC,1,R8,8,LEVY_Maximilian,GER,,,1.0,10.208,,Holder,Holder,Holder,Holder,Holder,Holder
95,Berlin,2018,2018-12-02,NC,1,R8,8,XU_Chao,CHN,,,2.0,10.287,,Holder,Holder,Holder,Holder,Holder,Holder
96,Berlin,2018,2018-12-02,NC,1,QF,1,RUDYK_Mateusz,POL,,4.0,1.0,10.049,,Holder,Holder,Holder,Holder,Holder,Holder
97,Berlin,2018,2018-12-02,NC,1,QF,1,LEVY_Maximilian,GER,,,2.0,15.033,,Holder,Holder,Holder,Holder,Holder,Holder
98,Berlin,2018,2018-12-02,NC,1,QF,2,HELAL_Rayan,FRA,,3.0,1.0,10.25,,Holder,Holder,Holder,Holder,Holder,Holder
99,Berlin,2018,2018-12-02,NC,1,QF,2,TRUMAN_Joseph,TIN,,,2.0,10.289,,Holder,Holder,Holder,Holder,Holder,Holder
100,Berlin,2018,2018-12-02,NC,1,QF,3,GLAETZER_Matthew,AUS,,1.0,1.0,10.22,,Holder,Holder,Holder,Holder,Holder,Holder
101,Berlin,2018,2018-12-02,NC,1,QF,3,DMITRIEV_Denis,RUS,,,2.0,10.269,,Holder,Holder,Holder,Holder,Holder,Holder
102,Berlin,2018,2018-12-02,NC,1,QF,4,BUCHLI_Matthijs,BCC,,2.0,1.0,10.271,,Holder,Holder,Holder,Holder,Holder,Holder
103,Berlin,2018,2018-12-02,NC,1,QF,4,KELEMEN_Pavel,CZE,,,2.0,10.307,,Holder,Holder,Holder,Holder,Holder,Holder
96,Berlin,2018,2018-12-02,NC,2,QF,1,RUDYK_Mateusz,POL,,4.0,1.0,10.09,,Holder,Holder,Holder,Holder,Holder,Holder
97,Berlin,2018,2018-12-02,NC,2,QF,1,LEVY_Maximilian,GER,,,2.0,10.181,,Holder,Holder,Holder,Holder,Holder,Holder
98,Berlin,2018,2018-12-02,NC,2,QF,2,HELAL_Rayan,FRA,,3.0,1.0,10.295,,Holder,Holder,Holder,Holder,Holder,Holder
99,Berlin,2018,2018-12-02,NC,2,QF,2,TRUMAN_Joseph,TIN,,,2.0,10.343,,Holder,Holder,Holder,Holder,Holder,Holder
100,Berlin,2018,2018-12-02,NC,2,QF,3,GLAETZER_Matthew,AUS,,1.0,1.0,10.16,,Holder,Holder,Holder,Holder,Holder,Holder
101,Berlin,2018,2018-12-02,NC,2,QF,3,DMITRIEV_Denis,RUS,,,2.0,10.608,,Holder,Holder,Holder,Holder,Holder,Holder
102,Berlin,2018,2018-12-02,NC,2,QF,4,BUCHLI_Matthijs,BCC,,2.0,1.0,10.178,,Holder,Holder,Holder,Holder,Holder,Holder
103,Berlin,2018,2018-12-02,NC,2,QF,4,KELEMEN_Pavel,CZE,,,2.0,10.222000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
104,Berlin,2018,2018-12-02,NC,1,SF,1,BUCHLI_Matthijs,BCC,,2.0,1.0,10.296,,Holder,Holder,Holder,Holder,Holder,Holder
105,Berlin,2018,2018-12-02,NC,1,SF,1,RUDYK_Mateusz,POL,,4.0,2.0,10.439,,Holder,Holder,Holder,Holder,Holder,Holder
106,Berlin,2018,2018-12-02,NC,1,SF,2,GLAETZER_Matthew,AUS,,1.0,1.0,10.22,,Holder,Holder,Holder,Holder,Holder,Holder
107,Berlin,2018,2018-12-02,NC,1,SF,2,HELAL_Rayan,FRA,,3.0,2.0,10.306000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
104,Berlin,2018,2018-12-02,NC,2,SF,1,BUCHLI_Matthijs,BCC,,2.0,1.0,10.446,,Holder,Holder,Holder,Holder,Holder,Holder
105,Berlin,2018,2018-12-02,NC,2,SF,1,RUDYK_Mateusz,POL,,4.0,2.0,10.664,,Holder,Holder,Holder,Holder,Holder,Holder
106,Berlin,2018,2018-12-02,NC,2,SF,2,GLAETZER_Matthew,AUS,,1.0,2.0,10.321000000000002,,Holder,Holder,Holder,Holder,Holder,Holder
107,Berlin,2018,2018-12-02,NC,2,SF,2,HELAL_Rayan,FRA,,3.0,1.0,10.316,,Holder,Holder,Holder,Holder,Holder,Holder
106,Berlin,2018,2018-12-02,NC,3,SF,2,GLAETZER_Matthew,AUS,,1.0,1.0,10.163,,Holder,Holder,Holder,Holder,Holder,Holder
107,Berlin,2018,2018-12-02,NC,3,SF,2,HELAL_Rayan,FRA,,3.0,2.0,10.198,,Holder,Holder,Holder,Holder,Holder,Holder
108,Berlin,2018,2018-12-02,NC,1,F,G,GLAETZER_Matthew,AUS,,1.0,1.0,10.223,,Holder,Holder,Holder,Holder,Holder,Holder
109,Berlin,2018,2018-12-02,NC,1,F,G,BUCHLI_Matthijs,BCC,,2.0,2.0,10.255,,Holder,Holder,Holder,Holder,Holder,Holder
110,Berlin,2018,2018-12-02,NC,1,F,B,HELAL_Rayan,FRA,,3.0,1.0,10.419,,Holder,Holder,Holder,Holder,Holder,Holder
111,Berlin,2018,2018-12-02,NC,1,F,B,RUDYK_Mateusz,POL,,4.0,2.0,10.459,,Holder,Holder,Holder,Holder,Holder,Holder
108,Berlin,2018,2018-12-02,NC,2,F,G,GLAETZER_Matthew,AUS,,1.0,1.0,10.433,,Holder,Holder,Holder,Holder,Holder,Holder
109,Berlin,2018,2018-12-02,NC,2,F,G,BUCHLI_Matthijs,BCC,,2.0,2.0,10.465,,Holder,Holder,Holder,Holder,Holder,Holder
110,Berlin,2018,2018-12-02,NC,2,F,B,HELAL_Rayan,FRA,,3.0,1.0,10.381,,Holder,Holder,Holder,Holder,Holder,Holder
111,Berlin,2018,2018-12-02,NC,2,F,B,RUDYK_Mateusz,POL,,4.0,2.0,10.614,,Holder,Holder,Holder,Holder,Holder,Holder
112,London,2018,2018-12-16,NC,1,R16,1,CARLIN_Jack,TIN,,4.0,1.0,10.236,,Holder,Holder,Holder,Holder,Holder,Holder
113,London,2018,2018-12-16,NC,1,R16,1,MORENO_SANCHEZ_Jose,ESP,,28.0,2.0,10.559000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
114,London,2018,2018-12-16,NC,1,R16,2,TJON_EN_FA_Jair,SUR,,6.0,1.0,10.444,,Holder,Holder,Holder,Holder,Holder,Holder
115,London,2018,2018-12-16,NC,1,R16,2,ARCHAMBAULT_Joel,PTM,,27.0,2.0,11.048,,Holder,Holder,Holder,Holder,Holder,Holder
116,London,2018,2018-12-16,NC,1,R16,3,OWENS_Ryan,GBR,,7.0,1.0,10.259,,Holder,Holder,Holder,Holder,Holder,Holder
117,London,2018,2018-12-16,NC,1,R16,3,TKACHEV_Aleksei,RUS,,26.0,2.0,10.738,,Holder,Holder,Holder,Holder,Holder,Holder
118,London,2018,2018-12-16,NC,1,R16,4,RUDYK_Mateusz,POL,,8.0,1.0,10.599,,Holder,Holder,Holder,Holder,Holder,Holder
119,London,2018,2018-12-16,NC,1,R16,4,VYNOKUROV_Andrii,UKR,,25.0,2.0,10.673,,Holder,Holder,Holder,Holder,Holder,Holder
120,London,2018,2018-12-16,NC,1,R16,5,KENNY_Jason,GBR,,9.0,1.0,10.609,,Holder,Holder,Holder,Holder,Holder,Holder
121,London,2018,2018-12-16,NC,1,R16,5,SAHROM_Muhammad_Shah_Firdaus,MAS,,24.0,2.0,12.157,,Holder,Holder,Holder,Holder,Holder,Holder
122,London,2018,2018-12-16,NC,1,R16,6,OH_Jeseok,KOR,,16.0,1.0,10.426,,Holder,Holder,Holder,Holder,Holder,Holder
123,London,2018,2018-12-16,NC,1,R16,6,BOS_Theo,BCC,,17.0,2.0,10.429,,Holder,Holder,Holder,Holder,Holder,Holder
124,London,2018,2018-12-16,NC,1,R16,7,LENDEL_Vasilijus,LTU,,10.0,1.0,10.239,,Holder,Holder,Holder,Holder,Holder,Holder
125,London,2018,2018-12-16,NC,1,R16,7,SZALONTAY_Sandor,HUN,,23.0,2.0,10.520000000000001,,Holder,Holder,Holder,Holder,Holder,Holder
126,London,2018,2018-12-16,NC,1,R16,8,AWANG_Mohd_Azizulhasni,MAS,,15.0,1.0,10.216,,Holder,Holder,Holder,Holder,Holder,Holder
127,London,2018,2018-12-16,NC,1,R16,8,PHILLIP_Njisane,TTO,,18.0,2.0,10.28,,Holder,Holder,Holder,Holder,Holder,Holder
128,London,2018,2018-12-16,NC,1,R16,9,QUINTERO_CHAVARRO_Kevin_Santiago,COL,,14.0,1.0,10.365,,Holder,Holder,Holder,Holder,Holder,Holder
129,London,2018,2018-12-16,NC,1,R16,9,LAFARGUE_Quentin,FRA,,19.0,2.0,10.369,,Holder,Holder,Holder,Holder,Holder,Holder
130,London,2018,2018-12-16,NC,1,R16,10,LANDERNEAU_Melvin,FRA,,13.0,1.0,10.378,,Holder,Holder,Holder,Holder,Holder,Holder
131,London,2018,2018-12-16,NC,1,R16,10,BARRETTE_Hugo,CAN,,20.0,2.0,10.382,,Holder,Holder,Holder,Holder,Holder,Holder
132,London,2018,2018-12-16,NC,1,R16,11,BOTTICHER_Stefan,GER,,11.0,1.0,10.357,,Holder,Holder,Holder,Holder,Holder,Holder
133,London,2018,2018-12-16,NC,1,R16,11,KELEMEN_Pavel,CZE,,22.0,2.0,10.421,,Holder,Holder,Holder,Holder,Holder,Holder
134,London,2018,2018-12-16,NC,1,R16,12,DORNBACH_Maximilian,GER,,12.0,1.0,10.528,,Holder,Holder,Holder,Holder,Holder,Holder
135,London,2018,2018-12-16,NC,1,R16,12,PERALTA_GASCON_Juan,ESP,,21.0,2.0,10.577,,Holder,Holder,Holder,Holder,Holder,Holder
136,London,2018,2018-12-16,NC,1,R8,1,LAVREYSEN_Harrie,NED,,1.0,1.0,10.075,,Holder,Holder,Holder,Holder,Holder,Holder
137,London,2018,2018-12-16,NC,1,R8,1,DORNBACH_Maximilian,GER,,12.0,2.0,10.155,,Holder,Holder,Holder,Holder,Holder,Holder
138,London,2018,2018-12-16,NC,1,R8,2,HOOGLAND_Jeffrey,NED,,3.0,1.0,10.107,,Holder,Holder,Holder,Holder,Holder,Holder
