,UCI_ID,Country,UCI_Bday,Status,UCI_Name
133,10006904360,COL,12.07.1991,ACTIVE,PUERTA ZAPATA Fabian Hernando
134,10060701873,PER,11.12.1998,INACTIVE,CACHIQUE LINARES Francis Aldair
135,10007475448,COL,29.01.1990,ACTIVE,MURILLO MINOTA Ruben Dario
136,10057795513,JAM,14.03.2002,ACTIVE,REID Malik
137,10127009356,USA,28.07.1999,INACTIVE,PIPKINS Barak
138,10006063086,GRE,12.03.1990,ACTIVE,BRETAS Sotirios
139,10014936364,GBR,03.03.2000,ACTIVE,FIELDING Alistair
140,10063655222,HKG,31.01.2004,ACTIVE,MOK Tsz Chun
141,10016222121,USA,15.05.2000,INACTIVE,QUINN Thomas
142,10005641037,POL,19.05.1987,ACTIVE,BIELECKI Maciej
143,10075184882,AUS,20.11.2001,ACTIVE,CARISIMO Carlos
144,10015339522,CHN,01.05.1995,ACTIVE,GUO Shuai
145,10022176608,NZL,28.04.2004,ACTIVE,MANN Jared
146,10016308007,COL,28.12.1997,ACTIVE,OCHOA HENAO Juan David
147,10009671284,VEN,13.09.1996,INACTIVE,YANEZ Luis
148,10073343195,FRA,16.03.2002,ACTIVE,GILLION Timmy
149,10064034229,MEX,10.10.2000,ACTIVE,RUIZ TERAN Juan
150,10007729769,IRI,09.07.1992,ACTIVE,KHADEMI Ehsan
151,10096589348,AUS,15.03.1990,INACTIVE,WATLING David
152,10023427908,NED,12.05.2001,INACTIVE,KOOL Daan
153,10059054287,POL,02.09.2002,ACTIVE,BURAWSKI Konrad
154,10055137915,HUN,10.08.1993,ACTIVE,SZABO Norbert
155,10036384579,GER,12.12.2003,ACTIVE,GROß Paul
156,10113857873,GRE,29.09.2004,ACTIVE,CHAROVAS Miltiadis
157,10054250060,POL,08.05.2001,ACTIVE,SZTRAUCH Mateusz
158,10007890932,MEX,19.06.1994,ACTIVE,VERDUGO OSUNA Edgar
159,10060059451,CHI,15.02.1999,ACTIVE,FUENZALIDA GALAZ Joaquin
160,10088306962,NZL,20.03.1992,ACTIVE,WATTS Chris
161,10128452232,AUS,16.11.1990,INACTIVE,FLETCHER Brycen
162,10014006376,CHN,11.07.1998,ACTIVE,ZHAN Zewei
163,10092839892,CHI,06.07.2001,ACTIVE,RAMIREZ GOMEZ Vicente
164,10088731237,UKR,29.07.2001,ACTIVE,DUDKO Mykhailo-Yaroslav
165,10062078566,CHN,19.12.2000,ACTIVE,LU Jiachen
166,10055056069,MAS,21.05.2001,ACTIVE,AHMAD NAZERI Ahmad Safwan
167,10010829830,GUA,12.01.1998,INACTIVE,PINEDA Brandon
168,10054379392,NZL,15.02.2004,ACTIVE,CAVANAGH Liam
169,10036447429,MAS,05.04.2001,Active,MOHD KADIR Mohamad Fariz Haikal
170,10009523865,NED,27.10.1996,ACTIVE,GELUK Stijn
171,10036429847,GER,25.04.2003,ACTIVE,HACKMANN Henric
172,10064348568,USA,28.04.2004,INACTIVE,KOLLER Finn
173,10115622667,TKM,11.05.1998,ACTIVE,ASHYROV Mahmut
174,10075184680,AUS,13.11.2001,INACTIVE,HUTTON Brandon
175,10096523064,GER,19.06.2002,ACTIVE,SCHIPPERT Paul
176,10036242820,GER,22.07.2002,Active,KRUSE Domenic
177,10022147003,NZL,03.06.2002,ACTIVE,LIPP Sebastian
178,10062775855,KAZ,26.03.2001,INACTIVE,SAFAROV Alexandr
179,10030732109,ITA,06.01.2003,ACTIVE,NAPOLITANO Daniele
180,10071412188,FRA,25.12.2003,ACTIVE,COLSY Noé
181,10092218991,MAS,28.01.2003,ACTIVE,KHOW Yong Kiat
182,10022807613,NED,22.01.2002,ACTIVE,ROMIJN Lars
183,10115009749,AUS,27.05.2004,ACTIVE,LIEBEKNECHT Maxwell
184,10059690245,CAN,17.04.2002,ACTIVE,SCOTT Andrew
185,10097227427,PAK,31.03.1998,ACTIVE,SHAH Syed
186,10115010355,AUS,30.05.2003,INACTIVE,SAMUEL Daniel
187,10096738686,GBR,24.08.2003,ACTIVE,LOWE Ed
188,10115010153,AUS,16.03.2004,ACTIVE,STANTON Dylan
189,10022028680,NZL,09.09.1976,ACTIVE,WARREN Nicholas
190,10092578295,GBR,09.12.2003,ACTIVE,LEDINGHAM-HORN Harry
191,10009333404,USA,15.08.1989,ACTIVE,YOUNG Erin
192,10060044600,CHI,14.09.2001,ACTIVE,FUENZALIDA GALAZ Diego
193,10101896460,KAZ,19.06.2004,ACTIVE,KURDIDI Kirill
194,10011074249,NED,06.09.1979,ACTIVE,VAN DEN ENDE Jasper
195,10048858981,ECU,23.11.2000,INACTIVE,LOZANO ALBAN Allan Antonio
196,10089127018,RSA,28.10.2003,ACTIVE,SWART James
197,10051342989,GER,05.03.1986,ACTIVE,FÖRSTEMANN Robert
198,10005964470,JPN,21.03.1989,ACTIVE,WAKIMOTO Yuta
199,10078215831,ROU,28.03.2003,ACTIVE,SZASZ Ferenc-David
200,10059156745,RUS,09.07.2003,ACTIVE,SHEVTSOV Andrei
201,10126973586,BAN,07.01.2001,INACTIVE,HOSSAIN Biswas
202,10128660073,AUS,19.10.1999,INACTIVE,HUTTON David
203,10015998718,CHN,15.06.1998,ACTIVE,WANG Haizhou
204,10021829832,GBR,03.03.1980,INACTIVE,BURKE Gideon
205,10056067293,INA,27.06.2003,ACTIVE,JOLATA Fandi
206,10011080313,TPE,27.12.1992,ACTIVE,楊YANG 勝凱sheng Kai
207,10009668961,VEN,08.09.1996,INACTIVE,AGÜERO OROPEZA Adamil Javier
208,10083484244,KOR,04.12.2001,INACTIVE,CHOI Woorim
209,10055802969,GER,25.02.1972,ACTIVE,LAURENZ Marcel
210,10005276578,NED,08.09.1988,ACTIVE,VAN DEN BERG Roy
211,10008019557,ESP,25.02.1992,ACTIVE,GARCIA GOMEZ Gerard
212,10011162155,HKG,17.07.1999,INACTIVE,TO Cheuk Hei
213,10053240553,MAS,26.05.2002,ACTIVE,HAIZEMAN Muhammad Amir Farhan
214,10096738585,GBR,05.09.2003,ACTIVE,HILEY Marcus
215,10069552923,FRA,17.06.2002,ACTIVE,FONTANILLE Thierry
216,10022031512,NZL,13.08.2004,ACTIVE,RUSSELL Jaxson
217,10010821645,JAM,05.09.1997,ACTIVE,PALMER Daniel
218,10030674818,ITA,09.08.2003,ACTIVE,TUGNOLO Matteo
219,10121152475,PAR,06.04.1999,ACTIVE,DOMINGUEZ LOPEZ Alexis
220,10132657382,UZB,21.02.2004,ACTIVE,DMITRIYENKO Yevgeniy
221,10015564137,PAK,03.02.1993,ACTIVE,KHAN Mohsin
222,10010680993,USA,14.01.1998,INACTIVE,MCCLENDON Zachariah
223,10016209286,USA,21.02.1998,INACTIVE,HARTMAN Joshua
224,10062192643,RUS,09.04.2002,ACTIVE,BURDYGIN Gleb
225,10096873779,UZB,03.02.2002,Active,ABDUKHAKIMOV Timur
226,10080223731,LTU,22.08.2003,ACTIVE,VINSKAS Laurynas
227,10006379247,GER,02.04.1990,ACTIVE,EILERS Joachim
228,10125015095,JAM,25.12.2001,INACTIVE,WRIGHT Abubakr Lamin
229,10007390370,ROU,19.01.1991,ACTIVE,CRISTA Daniel
230,10130636853,JPN,14.11.2004,ACTIVE,NAKAISHI Minato
231,10124110571,NZL,11.03.2003,ACTIVE,BOOTH Bryant
232,10095274996,IND,20.09.2003,ACTIVE,ELKATHCHOONGO David
233,10060341054,CRC,20.11.1996,ACTIVE,LEANDRO MADRIGAL Nayib
234,10007227995,AUS,03.02.1993,ACTIVE,ZACCARIA Luke
235,10071954681,USA,10.07.1957,ACTIVE,ALVORD James
236,10130234103,BAN,31.12.1997,INACTIVE,HASAN Md
237,10015329216,IRL,16.02.1999,ACTIVE,BARNES Harvey
238,10112223122,DEN,25.02.1974,INACTIVE,GULDBORG Thomas
239,10043670996,ESP,25.08.2003,ACTIVE,SANCHEZ GARMENDIA Esteban
240,10087503478,TPE,30.09.2002,ACTIVE,蔡 TSAI 佳勳 Chia Hsun
241,10010771428,BEL,22.10.1998,ACTIVE,LEFEBER Mathias
242,10007947011,CHN,05.11.1994,ACTIVE,XU Chao
243,10008709267,CHI,16.11.1992,ACTIVE,MONARDES GONZALEZ Felipe
244,10010166792,GER,12.06.1998,ACTIVE,SCHRÖTER Nik
245,10004717719,VEN,08.12.1988,ACTIVE,CANELON VERA Hersony Gadiel
246,10060474329,CAN,14.01.2002,ACTIVE,GUILLEMETTE Mathias
247,10077480752,RUS,22.08.2005,ACTIVE,BUNKOV Maksim
248,10063399988,THA,27.09.1994,ACTIVE,NIWANTI Jaturong
249,10036435406,GER,10.04.2001,ACTIVE,JÄGER Julien
250,10095595100,RUS,25.10.2005,ACTIVE,DEMIANOV Sergei
251,10074984418,HUN,08.11.2001,ACTIVE,CSENGŐI Bálint
252,10088738109,UKR,23.04.2005,ACTIVE,KYRYCHENKO Danylo
253,10063086760,POL,22.06.2004,INACTIVE,MARCINIAK Marcin
254,10054807610,USA,11.01.1998,INACTIVE,WALTERS Dalton
255,10090906562,MAC,01.07.2001,ACTIVE,LIU Qihua
256,10092407739,PAR,18.04.2003,ACTIVE,PATIJN GONZALEZ Alexander
257,10006063187,GRE,02.12.1989,ACTIVE,VOUKELATOS Dimitrios
258,10084543261,THA,18.03.2001,ACTIVE,PETCHARAT Yeaunyong
259,10011162054,MAC,06.12.1998,Active,LAO Long San
260,10073461619,POR,16.09.1995,ACTIVE,JERÓNIMO João
261,10065054244,BEL,25.03.2004,ACTIVE,DE SCHRIJVER Runar
262,10091962953,RUS,12.01.2005,ACTIVE,KOZUBENKO Aleksei
263,10082777356,ARG,18.12.2000,INACTIVE,RODRIGUEZ Juan Bautista
264,10036454503,USA,21.10.2003,ACTIVE,ROBERTS Nicholas
265,10036152890,GER,07.08.2003,ACTIVE,BOOS Benjamin
266,10020998157,JPN,14.08.1998,INACTIVE,MURATA Yuki
267,10005276275,NOR,06.08.1987,ACTIVE,KARTFJORD Sebastian
268,10009864375,DEN,02.01.1996,ACTIVE,WALLIN Rasmus Bøgh
269,10087310791,THA,05.02.2002,ACTIVE,KITPHIRIYAKAN Nitirut
270,10096876207,UZB,27.06.2002,ACTIVE,EMINOV Edem
271,10010197007,AZE,16.06.1998,ACTIVE,MIKAYILZADE Musa
272,10009100503,FIN,16.05.1994,INACTIVE,PUTKONEN Pauli
273,10092260623,GEO,11.03.2002,ACTIVE,SITCHINAVA Nika
274,10119653524,BOL,16.03.2001,INACTIVE,LEDEZMA PUMA Joel David
275,10125773921,AZE,15.09.2003,ACTIVE,ISMAYILOV Yusif
276,10091449762,FRA,02.02.2001,ACTIVE,VASAPOLLI Loïs Hoanui
277,10010894696,ARG,23.04.1986,INACTIVE,BOTTASSO Leandro
278,10140692925,UZB,01.09.2005,Active,DJALALITDINOV Ruslan
279,10049098855,MAS,26.04.2000,INACTIVE,MASRI Amar Danial
280,10036147941,GER,06.05.1982,ACTIVE,HELBACH Aimo
281,10052056850,DEN,28.08.1966,ACTIVE,SOMMER Bo
282,10023843287,GBR,24.07.2000,ACTIVE,MONKS Niall
283,10052495370,POL,24.07.2004,ACTIVE,PRZYMUSINSKI Mateusz
284,10010931880,GUA,17.03.1997,INACTIVE,CORDON PAZ Luis
285,10007394515,JPN,16.09.1993,ACTIVE,NAGASAKO Yoshitaku
286,10056383454,POL,04.01.2003,ACTIVE,DOBRZYNSKI Tomasz
287,10083701078,ISR,12.08.2003,ACTIVE,KEINAN Amit
288,10122266258,EGY,19.03.2001,ACTIVE,SALEM Abdelrahman
289,10004765209,FRA,30.01.1988,ACTIVE,CALEYRON Quentin
290,10093662271,CUB,26.03.2002,INACTIVE,LOPEZ PEREZ Brayan
291,10009975927,GER,29.07.1997,ACTIVE,MALCHAREK Moritz
292,10001439725,FRA,13.05.1980,ACTIVE,DUBLE Arnaud
293,10130241072,BRA,16.01.1986,INACTIVE,LINDENBERG BRAGA DE THUIN Rafael
294,10067762665,FRA,24.10.2004,ACTIVE,PENAUD Sam
295,10016387021,BEL,26.06.2000,ACTIVE,DENS Tuur
296,10006141696,INA,25.08.1985,INACTIVE,SANSAKA Reno Yudho
297,10011132449,NOR,09.04.1998,ACTIVE,BIRKELAND Frode Svortevik
298,10049020851,DEN,30.04.1972,INACTIVE,NIELSEN Henrik
299,10060117550,CHI,20.01.2003,ACTIVE,RODRIGUEZ GONZALEZ Carlos
300,10062226288,SWE,25.06.2003,INACTIVE,MÅNSSON Jonas
301,10009041087,ROU,30.12.1993,ACTIVE,PLESEA Valentin
302,10052307535,THA,13.05.2000,ACTIVE,SAENKHAMWONG Wachirawit
303,10007782616,IRL,06.08.1993,ACTIVE,MULLEN Eoin
304,10050399463,CRC,04.04.2000,INACTIVE,RODRIGUEZ ARIAS Jordan
305,10009802741,AZE,20.04.1996,INACTIVE,ALIZADA Elgun
306,10045814292,FIN,02.08.2002,ACTIVE,KOLEHMAINEN Oskari
307,10060549101,GEO,16.10.2001,ACTIVE,PIRANISHVILI Avtandil
308,10011164074,KOR,09.10.1998,INACTIVE,KIM Chengsu
309,10016232427,BOL,22.10.1999,INACTIVE,ROCA CASTEDO Elias Raul
310,10075810736,AZE,01.06.2002,ACTIVE,ABDULAZIZLI Amral
311,10082977824,JPN,05.01.2002,INACTIVE,MIKAMI Ryoya
312,10120766596,IRI,07.07.2004,ACTIVE,RAHIMABADI Mohammad
313,10132657281,UZB,04.09.2005,ACTIVE,ESHANKULOV Asadbek
314,10010857314,CUB,03.03.1998,ACTIVE,ARIAS CLARK Yansel
315,10006058743,NED,04.09.1989,ACTIVE,EEFTING-BLOEM Roy
316,10009519421,ESP,11.06.1996,ACTIVE,USACH SANCHO Manel
317,10055760937,TTO,22.11.2000,ACTIVE,PULIDO Zion
318,10034778928,SUI,11.02.2002,ACTIVE,WEISS Dominik
319,10122559783,BRA,17.04.1989,INACTIVE,FERREIRA Geovane Vinicius
320,10130706975,ECU,20.09.1999,ACTIVE,CANCHINGRE PRECIADO Kevin
321,10071487162,BRA,02.03.1988,INACTIVE,GRUER DE BRITO DANIEL HENRIQUE
322,10007894972,GBR,07.12.1994,ACTIVE,ROTHERHAM Matthew
323,10065046968,BEL,19.01.2004,ACTIVE,MAGDELIJNS Wannes
324,10007208494,INA,12.11.1988,INACTIVE,ADMADI Puguh
325,10014544526,NOR,28.09.1995,ACTIVE,LINDTVEIT Aasmund Groven
326,10022619471,SWE,21.07.2002,ACTIVE,BIRGERSSON Fabian
327,10100552911,DEN,20.01.1992,Active,DICH Jens
328,10075524180,ROU,20.08.1996,INACTIVE,CHEPETAN Emil-Nicolae
329,10097573795,VEN,08.11.2003,ACTIVE,MEZA SALCEDO Camilo Cesar
330,10006079961,THA,11.06.1988,ACTIVE,TAPIMAY Pongthep
331,10004332951,ITA,06.09.1977,INACTIVE,ZAMPIERI Dario
332,10080267682,JAM,30.04.1994,ACTIVE,FORREST Jerome
333,10015333862,AZE,08.02.1999,ACTIVE,SAFARLI Mikayil
334,10096004823,FIN,17.10.2000,INACTIVE,SALMINEN Juuso
335,10080032155,GEO,01.04.2003,ACTIVE,KHORGUANI Giorgi
336,10096391409,BOL,29.12.1999,INACTIVE,HIDALGO ESPINOZA Jhonatan
337,10062420591,AZE,25.04.2003,ACTIVE,NURIYEV Nofal
338,10004633247,GRE,25.03.1988,ACTIVE,VOLIKAKIS Christos
339,10005305779,GRE,28.08.1972,ACTIVE,RANTOS Christos
340,10096418485,USA,18.08.1994,INACTIVE,HONG Kwang
341,10006552534,ESP,17.05.1990,ACTIVE,PERALTA Juan
342,10055146504,POL,15.09.2003,INACTIVE,KOZICKI Jakub
343,10016664883,IRL,19.09.2000,ACTIVE,GRIFFIN Dmitri
344,10054568746,INA,26.12.2001,INACTIVE,SYAWAL Mochamad Bintang
345,10045938574,TTO,07.09.2003,ACTIVE,D'ABREAU Ryan
346,10051791213,GER,03.03.2003,ACTIVE,MASCHKE Malte
347,10085547819,BRA,13.05.1979,INACTIVE,VAZ PINTO Fabio Roberto
348,10119721727,EGY,12.12.2004,ACTIVE,AZIZ Mohab
349,10093303169,ECU,17.06.2005,Inactive,AREBALO PAREDES Marco
350,10071486657,BRA,17.09.1994,INACTIVE,SIKORA JUNIOR Fernando
351,10098154785,GBR,12.04.2001,ACTIVE,CRAIG Lyall
352,10011036964,BEL,27.09.1994,ACTIVE,NYS Gerald
353,10011208433,CHN,11.08.1997,INACTIVE,LIU Qi
354,10050945693,IND,04.02.2002,ACTIVE,SINGH Y Rojit
355,10011199339,SWE,17.01.1998,ACTIVE,ÅKESSON Erik
356,10019881849,NOR,12.03.1974,INACTIVE,FINNESAND Arild
357,10059725106,DEN,31.01.1997,ACTIVE,GORMSEN Alberto Christian
358,10010691505,VEN,15.07.1997,INACTIVE,SALVATIERRA OLIVEIRA Francisco
359,10117318450,JAM,07.06.2001,ACTIVE,BOYD Zoe
360,10120468728,HKG,20.08.2002,INACTIVE,CHEUNG Kelvin
361,10017184643,IRL,20.02.1992,ACTIVE,O TOOLE Callum
362,10096883176,UZB,11.11.1999,INACTIVE,AKJIGITOV Sergey
363,10078903521,GUA,25.09.1992,INACTIVE,ACEITUNO CASTILLO Fernando
364,10008952878,COL,18.10.1989,INACTIVE,PARRA CORTEZ Anderson
365,10091849684,KAZ,24.02.2003,INACTIVE,OSTRENKOV Danil
366,10009737164,AZE,18.04.1992,ACTIVE,BAGHIRLI Aqshin
367,10045838140,FIN,01.10.1962,INACTIVE,KÄHÄRI Reijo
368,10060550010,GEO,01.06.2001,ACTIVE,MAMULASHVILI Valeri
369,10009148292,KOR,31.12.1996,INACTIVE,JUNG Jeahee
370,10050305800,AZE,22.12.2001,ACTIVE,BAGHIROV Najaf
371,10048324774,GER,31.10.2001,INACTIVE,SCHMIDT Paul
372,10060842222,POL,06.08.2004,ACTIVE,BEDNAREK Eliasz
373,10049142204,AUT,19.07.2002,ACTIVE,BUSCHEK Paul
374,10097247332,AUS,21.08.2003,ACTIVE,STRETTON Dalton
375,10062003592,USA,21.01.1972,ACTIVE,DANCEL Michael
376,10045916649,GER,08.05.2001,ACTIVE,GROß Franz
377,10136127053,EGY,30.09.2002,ACTIVE,HASSANIN Ahmed
