,UCI_ID,Country,UCI_Bday,Status,UCI_Name
649,10118906422,,,,
650,10088465091,,,,
651,10061956813,,,,
652,10140954017,,,,
653,10016188674,,,,
654,10054991001,,,,
655,10063243475,,,,
656,10095995931,,,,
657,10009195075,,,,
658,10047310015,,,,
659,10075819224,,,,
660,10053783551,,,,
661,10055216626,,,,
662,10023189953,,,,
663,10023156510,,,,
664,10038077534,,,,
665,10052845681,,,,
666,10066814994,,,,
667,10074172345,,,,
668,10086715556,,,,
669,10087871674,,,,
670,10120704053,,,,
671,10083745336,,,,
672,10003100142,,,,
673,10131768521,,,,
674,10049512824,,,,
675,10004640220,,,,
676,10049516157,,,,
677,10009138491,,,,
678,10004601723,,,,
679,10096693018,,,,
680,10015266972,,,,
681,10007212639,,,,
682,10100860984,,,,
683,10007772108,,,,
684,10034905836,,,,
685,10051586604,,,,
686,10010593895,,,,
687,10066413759,,,,
688,10096938548,,,,
689,10063781322,,,,
690,10017653778,,,,
691,10082452610,,,,
692,10071492822,,,,
693,10016469772,,,,
694,10009049979,,,,
695,10009762123,,,,
696,10011000790,,,,
697,10050626405,,,,
698,10067397705,,,,
699,10055089112,,,,
700,10017585373,,,,
701,10065024740,,,,
702,10022380409,,,,
703,10006475136,,,,
704,10004777434,,,,
705,10009520532,,,,
706,10015977803,,,,
707,10055761947,,,,
708,10115490608,,,,
709,10105237102,,,,
710,10017582444,,,,
711,10009158804,,,,
712,10070139771,,,,
713,10006536770,,,,
714,10099805405,,,,
715,10004610413,,,,
716,10014547758,,,,
717,10078019407,,,,
718,10034956154,,,,
719,10009017243,,,,
720,10010652907,,,,
721,10092410971,,,,
722,10090555241,,,,
723,10097608555,,,,
724,10065335443,,,,
725,10015718327,,,,
726,10056185313,,,,
727,10071493731,,,,
728,10011119618,,,,
729,10051908118,,,,
730,10011324429,,,,
731,10052184465,,,,
732,10057674968,,,,
733,10010723231,,,,
734,10064887526,,,,
735,10007897295,,,,
736,10064295826,,,,
737,10049099764,,,,
738,10016105014,,,,
739,10121517136,,,,
740,10014992140,,,,
741,10105678753,,,,
742,10071254665,,,,
743,10123469058,,,,
744,10062431305,,,,
745,10022362322,,,,
746,10012076985,,,,
747,10006066524,,,,
748,10036078728,,,,
749,10013460853,,,,
750,10015570504,,,,
751,10090741763,,,,
752,10010903891,,,,
753,10045950702,,,,
754,10092819583,,,,
755,10005461383,,,,
756,10017564458,,,,
757,10120843287,,,,
758,10097253190,,,,
759,10022382934,,,,
760,10052180728,,,,
761,10083586904,,,,
762,10007291249,,,,
763,10020077667,,,,
764,10015267174,,,,
765,10080862214,,,,
766,10050433213,,,,
767,10017563448,,,,
768,10010786885,,,,
769,10071492923,,,,
770,10050942259,,,,
771,10084828403,,,,
772,10010969468,,,,
773,10081577889,,,,
774,10010178920,,,,
775,10082374505,,,,
776,10089917162,,,,
777,10088938977,,,,
778,10003292122,,,,
779,10128803452,,,,
780,10010672408,,,,
781,10079745805,,,,
782,10061358443,,,,
783,10086110318,,,,
784,10008888113,,,,
785,10006686718,,,,
786,10051729676,,,,
787,10036069533,,,,
788,10076586635,,,,
789,10119925427,,,,
790,10098940889,,,,
791,10014385080,,,,
792,10017615685,,,,
793,10007504346,,,,
794,10011968770,,,,
795,10050726233,,,,
796,10009260147,,,,
797,10082392487,,,,
798,10111519062,,,,
799,10007271546,,,,
800,10076740421,,,,
801,10084194263,,,,
802,10080540902,,,,
803,10009386045,,,,
804,10060469477,,,,
805,10009158400,,,,
806,10088306861,,,,
807,10071592650,,,,
808,10017620739,,,,
809,10115009042,,,,
810,10057679113,,,,
811,10008844865,,,,
812,10020545893,,,,
813,10101225847,,,,
814,10113113704,,,,
815,10090700943,,,,
816,10084362904,,,,
817,10011157408,,,,
818,10122559884,,,,
819,10118199231,,,,
820,10050149687,,,,
821,10051538508,,,,
822,10088771855,,,,
823,10093662069,,,,
824,10050873147,,,,
825,10118204584,,,,
826,10009044727,,,,
827,10060412388,,,,
828,10116102920,,,,
829,10054290981,,,,
830,10091534133,,,,
831,10050585480,,,,
832,10079765508,,,,
833,10009691593,,,,
834,10113586879,,,,
835,10123467240,,,,
836,10009259440,,,,
837,10116983701,,,,
838,10116103425,,,,
839,10034934431,,,,
840,10009030377,,,,
841,10010721009,,,,
842,10015914246,,,,
843,10116103324,,,,
844,10081576475,,,,
845,10116103223,,,,
846,10008973591,,,,
847,10077024448,,,,
848,10017891935,,,,
849,10109680914,,,,
850,10087938463,,,,
851,10023945341,,,,
852,10076874908,,,,
853,10052856492,,,,
854,10082993887,,,,
855,10084049268,,,,
856,10086726670,,,,
857,10096294106,,,,
858,10005727327,,,,
859,10005964672,,,,
860,10004599194,,,,
861,10004720143,,,,
862,10016152807,,,,
863,10006900421,,,,
864,10011155990,,,,
865,10010994528,,,,
866,10010829123,,,,
867,10026805124,,,,
868,10049591636,,,,
869,10006285378,,,,
870,10006073493,,,,
871,10112982853,,,,
872,10005574854,,,,
873,10112216553,,,,
874,10048325683,,,,
875,10009037350,,,,
876,10100093270,,,,
877,10088489141,,,,
878,10005921226,,,,
879,10015473100,,,,
880,10006182318,,,,
881,10007828183,,,,
882,10016106832,,,,
883,10050887493,,,,
884,10007499292,,,,
885,10109373443,,,,
886,10030584484,,,,
887,10016270116,,,,
888,10051443629,,,,
889,10106575092,,,,
890,10054711620,,,,
891,10036116720,,,,
892,10010601171,,,,
893,10067497735,,,,
894,10067778631,,,,
895,10060494133,,,,
896,10007828082,,,,
897,10035062450,,,,
898,10010118494,,,,
899,10064652605,,,,
900,10054626441,,,,
901,10056016167,,,,
902,10083618933,,,,
903,10008987537,,,,
904,10035076796,,,,
905,10056503086,,,,
906,10006875159,,,,
907,10034795904,,,,
908,10009688664,,,,
909,10097450123,,,,
910,10067878257,,,,
911,10015000224,,,,
912,10003095795,,,,
913,10011134570,,,,
914,10004618796,,,,
915,10035022337,,,,
916,10076894005,,,,
917,10014581205,,,,
918,10009318549,,,,
919,10014936566,,,,
920,10007799285,,,,
921,10109511768,,,,
922,10083544161,,,,
923,10009333707,,,,
924,10016095516,,,,
925,10080997610,,,,
926,10009183658,,,,
927,10118523169,,,,
928,10097387273,,,,
929,10063595911,,,,
930,10050356522,,,,
931,10063186386,,,,
932,10029862442,,,,
933,10009331784,,,,
934,10053901365,,,,
935,10109512273,,,,
936,10072831927,,,,
937,10029308734,,,,
938,10023458826,,,,
939,10115011971,,,,
940,10008098470,,,,
941,10015393375,,,,
942,10010796080,,,,
943,10045946355,,,,
944,10009693617,,,,
945,10021349276,,,,
946,10006113610,,,,
947,10052885693,,,,
948,10069360236,,,,
949,10011044543,,,,
950,10050706429,,,,
951,10034780241,,,,
952,10006902239,,,,
953,10088438116,,,,
954,10021578844,,,,
955,10084202448,,,,
956,10120520965,,,,
957,10060238495,,,,
958,10041866089,,,,
959,10053679780,,,,
960,10052265705,,,,
961,10114929927,,,,
962,10011047472,,,,
963,10015980833,,,,
964,10006665496,,,,
965,10118851858,,,,
966,10072797369,,,,
967,10052885794,,,,
968,10081023777,,,,
969,10016282543,,,,
970,10009219125,,,,
971,10006532629,,,,
972,10007797265,,,,
973,10050879514,,,,
974,10015443087,,,,
975,10010114555,,,,
976,10088408814,,,,
977,10083495560,,,,
978,10007257907,,,,
979,10053970275,,,,
980,10058440359,,,,
981,10062941765,,,,
982,10051132421,,,,
983,10117284805,,,,
984,10118848323,,,,
985,10029473836,,,,
986,10072832735,,,,
987,10064052922,,,,
988,10116735541,,,,
989,10048988620,,,,
990,10064646238,,,,
991,10097389091,,,,
992,10114811002,,,,
993,10010895104,,,,
994,10063404638,,,,
995,10053896719,,,,
996,10035212394,,,,
997,10007772209,,,,
998,10055218747,,,,
999,10021142041,,,,
1000,10097636342,,,,
1001,10052885895,,,,
1002,10017307915,,,,
1003,10015974870,,,,
1004,10114912547,,,,
1005,10053577023,,,,
1006,10008931256,,,,
1007,10089730842,,,,
1008,10010895205,,,,
1009,10008921960,,,,
1010,10063365030,,,,
1011,10103197068,,,,
1012,10118576420,,,,
1013,10050941350,,,,
1014,10011161549,,,,
1015,10015916266,,,,
1016,10017666310,,,,
1017,10090264645,,,,
1018,10118842057,,,,
1019,10120521268,,,,
1020,10052874579,,,,
1021,10096554083,,,,
1022,10050725021,,,,
1023,10015145623,,,,
1024,10008950858,,,,
1025,10104087549,,,,
1026,10016104408,,,,
1027,10004622638,,,,
1028,10007446651,,,,
1029,10010695040,,,,
1030,10005227472,,,,
1031,10052881148,,,,
1032,10011164276,,,,
1033,10076166101,,,,
1034,10118877019,,,,
1035,10052881350,,,,
1036,10007789181,,,,
1037,10021645431,,,,
1038,10075914002,,,,
1039,10034782261,,,,
1040,10118877322,,,,
1041,10014420547,,,,
1042,10084652991,,,,
1043,10064711714,,,,
1044,10022102846,,,,
1045,10109371019,,,,
1046,10021158007,,,,
1047,10106273382,,,,
1048,10035520875,,,,
1049,10021785776,,,,
1050,10096367763,,,,
1051,10008958033,,,,
1052,10034823889,,,,
1053,10020925712,,,,
1054,10076430021,,,,
1055,10021316439,,,,
1056,10089713563,,,,
1057,10006065817,,,,
1058,10118186905,,,,
1059,10021022207,,,,
1060,10052874680,,,,
1061,10004725092,,,,
1062,10112148855,,,,
1063,10119068793,,,,
1064,10020805167,,,,
1065,10086865706,,,,
1066,10036021740,,,,
1067,10073282672,,,,
1068,10021553784,,,,
1069,10046312632,,,,
1070,10015914145,,,,
1071,10119083547,,,,
1072,10109370817,,,,
1073,10036022649,,,,
1074,10006422895,,,,
1075,10010850644,,,,
1076,10059218884,,,,
1077,10007271849,,,,
1078,10009328047,,,,
1079,10015267477,,,,
1080,10034928165,,,,
1081,10054592186,,,,
1082,10063232563,,,,
1083,10082410675,,,,
1084,10103577792,,,,
1085,10010726261,,,,
1086,10020974616,,,,
1087,10009504667,,,,
1088,10009307435,,,,
1089,10005964571,,,,
1090,10003096708,,,,
1091,10009009260,,,,
1092,10096716660,,,,
1093,10010645833,,,,
1094,10006288109,,,,
1095,10009721202,,,,
1096,10009307536,,,,
1097,10076376467,,,,
1098,10009207001,,,,
1099,10008108574,,,,
1100,10074742827,,,,
1101,10014664057,,,,
1102,10011164579,,,,
1103,10015978712,,,,
1104,10007891437,,,,
1105,10036451873,,,,
1106,10036590000,,,,
1107,10009175574,,,,
1108,10093638932,,,,
1109,10010654826,,,,
1110,10062073920,,,,
1111,10010114757,,,,
1112,10099129132,,,,
1113,10008997641,,,,
1114,10006898401,,,,
1115,10015313856,,,,
1116,10010648257,,,,
1117,10073486978,,,,
1118,10023485704,,,,
1119,10010923796,,,,
1120,10061702387,,,,
1121,10016321242,,,,
1122,10014767121,,,,
1123,10005548986,,,,
1124,10025432875,,,,
1125,10096482143,,,,
1126,10011049593,,,,
1127,10010720908,,,,
1128,10009036340,,,,
1129,10049101582,,,,
1130,10009012694,,,,
1131,10015172400,,,,
1132,10009725545,,,,
1133,10006553039,,,,
1134,10053303403,,,,
1135,10009205886,,,,
1136,10006737945,,,,
1137,10010914605,,,,
1138,10009689674,,,,
1139,10082602453,,,,
1140,10003011125,,,,
1141,10016023976,,,,
1142,10025472382,,,,
1143,10035335464,,,,
1144,10017849596,,,,
1145,10009207203,,,,
1146,10007900935,,,,
1147,10009101816,,,,
1148,10017855559,,,,
1149,10008882049,,,,
1150,10010028366,,,,
1151,10009905094,,,,
1152,10050986719,,,,
1153,10017853337,,,,
1154,10015346188,,,,
1155,10083929838,,,,
1156,10036103986,,,,
1157,10094240736,,,,
1158,10009725242,,,,
1159,10020915709,,,,
1160,10010726564,,,,
1161,10023376576,,,,
1162,10010709588,,,,
1163,10010654927,,,,
1164,10003391849,,,,
1165,10060752696,,,,
1166,10011156600,,,,
1167,10002654346,,,,
1168,10066296248,,,,
1169,10011202066,,,,
1170,10009034623,,,,
1171,10050766750,,,,
1172,10015530185,,,,
1173,10045992633,,,,
1174,10009738780,,,,
1175,10067049111,,,,
1176,10092508375,,,,
1177,10049099158,,,,
1178,10010653008,,,,
1179,10054595321,,,,
1180,10011220658,,,,
1181,10011047068,,,,
1182,10064248033,,,,
1183,10085039476,,,,
1184,10064812350,,,,
1185,10051451107,,,,
1186,10011309473,,,,
1187,10015861807,,,,
1188,10062047951,,,,
1189,10010115969,,,,
1190,10011157509,,,,
1191,10006941544,,,,
1192,10004860084,,,,
1193,10060566275,,,,
1194,10035023347,,,,
1195,10006319633,,,,
1196,10060064000,,,,
1197,10060403193,,,,
1198,10064812451,,,,
1199,10010992710,,,,
1200,10022309172,,,,
1201,10016435218,,,,
1202,10051013088,,,,
1203,10030125049,,,,
1204,10004068526,,,,
1205,10009009462,,,,
1206,10006575772,,,,
1207,10054313112,,,,
1208,10015522004,,,,
1209,10009101715,,,,
1210,10016146844,,,,
1211,10016107539,,,,
1212,10004573128,,,,
1213,10098001811,,,,
1214,10006082991,,,,
1215,10084358860,,,,
1216,10004748132,,,,
1217,10009689573,,,,
1218,10010692111,,,,
1219,10015716812,,,,
1220,10094870226,,,,
1221,10013611104,,,,
1222,10050986921,,,,
1223,10009648551,,,,
1224,10011166805,,,,
1225,10049014181,,,,
1226,10008901954,,,,
1227,10021915819,,,,
1228,10064938349,,,,
1229,10005930724,,,,
1230,10011164781,,,,
1231,10073486675,,,,
1232,10010601575,,,,
1233,10009110001,,,,
1234,10006914767,,,,
1235,10016194334,,,,
1236,10084721703,,,,
1237,10010739500,,,,
1238,10010184172,,,,
1239,10023683946,,,,
1240,10010924204,,,,
1241,10014234631,,,,
1242,10044375258,,,,
1243,10053822149,,,,
1244,10056286858,,,,
